user_id,device,user_type,country,traffic_source,time_on _site,n_pages_visited,added,bought
10490,Mobile,Returning,Netherlands,Discovery,214,1,No,No
10491,Mobile,Returning,Germany,Search,238,1,No,No
10492,Desktop,Returning,France,Direct,4,2,No,No
10493,Desktop,Returning,United Kingdom,Direct,406,4,Yes,No
10494,Desktop,Returning,France,Discovery,94,0,No,No
10495,Desktop,Returning,United Kingdom,Discovery,79,2,No,No
10496,Desktop,Returning,Netherlands,Search,564,0,No,No
10497,Desktop,Returning,Netherlands,Search,397,0,No,No
10498,Desktop,Returning,France,Discovery,235,2,Yes,No
10499,Mobile,Returning,Germany,Discovery,388,7,No,No
10500,Desktop,Returning,Netherlands,Search,73,0,No,No
10501,Desktop,Returning,Netherlands,Discovery,216,0,Yes,No
10502,Desktop,Returning,Other,Search,409,3,No,No
10503,Desktop,Returning,Netherlands,Direct,54,1,No,No
10504,Desktop,Returning,Other,Discovery,109,0,No,No
10505,Desktop,New,France,Search,467,4,No,No
10506,Mobile,Returning,United Kingdom,Search,9,4,No,No
10507,Desktop,Returning,United Kingdom,Direct,405,0,No,No
10508,Mobile,Returning,France,Direct,248,2,No,No
10509,Desktop,New,United Kingdom,Discovery,111,1,No,No
10510,Mobile,New,United Kingdom,Discovery,4,2,No,No
10511,Mobile,Returning,Netherlands,Direct,693,1,No,No
10512,Desktop,Returning,Other,Search,619,8,No,No
10513,Desktop,Returning,France,Direct,99,6,No,No
10514,Desktop,Returning,Netherlands,Discovery,71,1,No,No
10515,Desktop,Returning,France,Search,14,4,No,No
10516,Desktop,Returning,France,Direct,596,0,No,No
10517,Desktop,Returning,Other,Direct,175,1,No,No
10518,Desktop,Returning,Germany,Discovery,345,1,No,No
10519,Desktop,Returning,Other,Discovery,49,5,No,No
10520,Desktop,Returning,France,Search,104,2,No,No
10521,Mobile,Returning,United Kingdom,Discovery,148,2,No,No
10522,Desktop,Returning,Netherlands,Search,114,1,No,No
10523,Desktop,Returning,United Kingdom,Discovery,34,3,Yes,No
10524,Desktop,New,Other,Direct,98,2,No,No
10525,Desktop,Returning,France,Discovery,373,0,No,No
10526,Desktop,Returning,United Kingdom,Discovery,131,1,No,No
10527,Desktop,Returning,Other,Search,36,9,No,No
10528,Mobile,Returning,United Kingdom,Discovery,182,0,No,No
10529,Desktop,Returning,France,Direct,170,2,No,No
10530,Desktop,New,France,Search,86,6,No,No
10531,Desktop,Returning,Netherlands,Direct,225,5,No,No
10532,Mobile,New,France,Direct,262,4,No,No
10533,Desktop,Returning,Germany,Search,7,0,No,No
10534,Desktop,Returning,Netherlands,Direct,449,4,No,No
10535,Desktop,Returning,France,Direct,342,2,No,No
10536,Mobile,Returning,Netherlands,Direct,28,3,No,No
10537,Desktop,Returning,United Kingdom,Discovery,567,0,No,No
10538,Desktop,Returning,France,Search,46,0,No,No
10539,Desktop,Returning,France,Discovery,199,3,No,No
10540,Mobile,Returning,Other,Search,28,1,No,No
10541,Desktop,Returning,United Kingdom,Discovery,14,0,No,No
10542,Desktop,Returning,United Kingdom,Discovery,251,6,Yes,Yes
10543,Desktop,Returning,United Kingdom,Discovery,377,0,Yes,No
10544,Desktop,Returning,Germany,Search,377,2,Yes,No
10545,Desktop,Returning,France,Discovery,1,1,Yes,Yes
10546,Desktop,Returning,Netherlands,Search,255,4,No,No
10547,Mobile,Returning,Netherlands,Search,211,2,No,No
10548,Desktop,Returning,United Kingdom,Search,147,1,No,No
10549,Mobile,Returning,Netherlands,Discovery,254,0,No,No
10550,Desktop,Returning,Other,Search,70,0,No,No
10551,Desktop,Returning,Germany,Direct,44,0,No,No
10552,Mobile,Returning,Germany,Discovery,50,7,No,No
10553,Desktop,Returning,Netherlands,Discovery,25,5,No,No
10554,Desktop,Returning,France,Discovery,542,0,No,No
10555,Desktop,New,United Kingdom,Discovery,0,0,No,No
10556,Desktop,New,Netherlands,Direct,65,1,No,No
10557,Desktop,Returning,United Kingdom,Search,183,0,No,No
10558,Desktop,Returning,United Kingdom,Search,65,2,No,No
10559,Desktop,Returning,Netherlands,Search,98,1,No,No
10560,Desktop,Returning,France,Discovery,41,3,No,No
10561,Desktop,New,France,Direct,61,1,No,No
10562,Desktop,Returning,Netherlands,Search,100,0,Yes,Yes
10563,Desktop,Returning,France,Discovery,86,0,No,No
10564,Desktop,Returning,Netherlands,Discovery,420,7,No,No
10565,Desktop,Returning,Netherlands,Direct,392,3,No,No
10566,Desktop,New,Netherlands,Direct,542,7,No,No
10567,Desktop,Returning,France,Search,11,1,No,No
10568,Desktop,Returning,France,Discovery,8,6,No,No
10569,Desktop,Returning,Other,Direct,344,3,No,No
10570,Desktop,Returning,Other,Discovery,83,2,Yes,No
10571,Mobile,Returning,Germany,Direct,62,2,No,No
10572,Desktop,Returning,Germany,Discovery,215,8,No,No
10573,Desktop,Returning,France,Discovery,130,6,No,No
10574,Desktop,New,Germany,Search,414,0,No,No
10575,Desktop,Returning,United Kingdom,Discovery,238,1,No,No
10576,Desktop,New,Other,Discovery,85,0,No,No
10577,Desktop,Returning,Other,Direct,538,6,No,No
10578,Desktop,Returning,United Kingdom,Search,181,0,No,No
10579,Desktop,Returning,Germany,Search,368,1,Yes,Yes
10580,Desktop,Returning,Netherlands,Direct,196,3,No,No
10581,Desktop,Returning,United Kingdom,Search,370,1,Yes,Yes
10582,Desktop,Returning,United Kingdom,Direct,54,2,No,No
10583,Mobile,Returning,Netherlands,Search,46,6,No,No
10584,Desktop,Returning,Other,Direct,68,1,No,No
10585,Desktop,New,Other,Direct,361,2,No,No
10586,Desktop,Returning,Other,Discovery,161,4,No,No
10587,Mobile,Returning,Other,Direct,115,3,No,No
10588,Desktop,Returning,Germany,Discovery,5,0,Yes,No
10589,Mobile,Returning,France,Direct,337,1,No,No
10590,Desktop,New,Germany,Direct,15,3,No,No
10591,Desktop,Returning,France,Discovery,53,6,Yes,Yes
10592,Desktop,New,Germany,Search,377,0,No,No
10593,Desktop,Returning,Germany,Direct,564,0,No,No
10594,Desktop,Returning,Netherlands,Discovery,97,3,No,No
10595,Desktop,Returning,Other,Search,354,4,No,No
10596,Mobile,Returning,Germany,Direct,137,2,No,No
10597,Desktop,New,Other,Discovery,523,1,No,No
10598,Mobile,Returning,Other,Direct,20,0,No,No
10599,Mobile,Returning,Germany,Direct,320,3,No,No
10600,Desktop,Returning,Netherlands,Search,18,2,No,No
10601,Mobile,Returning,Netherlands,Search,63,2,No,No
10602,Desktop,New,Netherlands,Discovery,169,0,No,No
10603,Desktop,New,France,Search,18,0,No,No
10604,Desktop,New,Netherlands,Direct,15,1,No,No
10605,Desktop,Returning,France,Discovery,470,0,No,No
10606,Desktop,Returning,Other,Direct,310,6,No,No
10607,Desktop,New,Germany,Search,109,0,No,No
10608,Desktop,Returning,Other,Search,54,1,No,No
10609,Desktop,New,Other,Discovery,195,3,No,No
10610,Desktop,New,Other,Discovery,37,0,No,No
10611,Desktop,Returning,Other,Discovery,134,0,No,No
10612,Desktop,Returning,Germany,Direct,423,3,No,No
10613,Desktop,Returning,France,Search,133,0,Yes,Yes
10614,Desktop,New,France,Discovery,122,4,No,No
10615,Mobile,Returning,Other,Search,7,0,No,No
10616,Desktop,Returning,Other,Direct,146,7,No,No
10617,Mobile,Returning,Germany,Direct,98,1,No,No
10618,Mobile,Returning,Netherlands,Direct,159,1,No,No
10619,Mobile,New,Other,Search,646,4,No,No
10620,Mobile,Returning,Germany,Search,239,4,No,No
10621,Mobile,Returning,United Kingdom,Direct,243,0,No,No
10622,Mobile,Returning,Other,Direct,194,3,No,No
10623,Mobile,New,Netherlands,Direct,11,6,No,No
10624,Desktop,Returning,France,Discovery,362,3,No,No
10625,Desktop,Returning,United Kingdom,Search,260,8,No,No
10626,Desktop,New,United Kingdom,Direct,23,7,No,No
10627,Desktop,Returning,Other,Direct,89,3,No,No
10628,Desktop,Returning,Netherlands,Direct,411,0,No,No
10629,Mobile,Returning,France,Discovery,8,3,No,No
10630,Mobile,Returning,Netherlands,Discovery,61,3,No,No
10631,Mobile,Returning,Other,Search,427,1,No,No
10632,Mobile,Returning,Netherlands,Search,266,7,No,No
10633,Desktop,Returning,Netherlands,Direct,251,9,No,No
10634,Desktop,Returning,Germany,Discovery,54,1,Yes,No
10635,Mobile,Returning,United Kingdom,Search,172,3,No,No
10636,Desktop,Returning,Netherlands,Search,721,0,No,No
10637,Desktop,Returning,Germany,Discovery,61,2,No,No
10638,Mobile,New,United Kingdom,Search,121,2,No,No
10639,Mobile,Returning,Netherlands,Discovery,420,0,No,No
10640,Desktop,Returning,United Kingdom,Direct,114,6,No,No
10641,Mobile,Returning,United Kingdom,Search,303,2,No,No
10642,Desktop,Returning,United Kingdom,Direct,5,5,No,No
10643,Desktop,Returning,Germany,Search,1,6,No,No
10644,Mobile,Returning,Netherlands,Discovery,255,2,No,No
10645,Mobile,Returning,Germany,Search,163,0,No,No
10646,Desktop,New,United Kingdom,Direct,202,2,No,No
10647,Desktop,Returning,Netherlands,Discovery,90,2,No,No
10648,Mobile,Returning,Other,Direct,62,3,No,No
10649,Desktop,Returning,United Kingdom,Search,492,0,Yes,Yes
10650,Desktop,Returning,Other,Direct,157,6,No,No
10651,Desktop,Returning,United Kingdom,Search,38,0,No,No
10652,Desktop,Returning,Other,Search,298,0,No,No
10653,Desktop,Returning,Germany,Search,101,1,No,No
10654,Desktop,Returning,Germany,Search,310,1,No,No
10655,Desktop,Returning,France,Discovery,377,10,Yes,No
10656,Mobile,Returning,Netherlands,Search,294,0,No,No
10657,Mobile,Returning,United Kingdom,Search,83,5,No,No
10658,Desktop,Returning,Netherlands,Discovery,104,1,Yes,Yes
10659,Mobile,Returning,Germany,Direct,34,5,No,No
10660,Desktop,Returning,Other,Direct,1,5,No,No
10661,Desktop,Returning,France,Discovery,99,2,No,No
10662,Desktop,Returning,Other,Discovery,98,0,No,No
10663,Desktop,Returning,Other,Direct,232,2,No,No
10664,Desktop,Returning,France,Discovery,18,0,No,No
10665,Desktop,Returning,Germany,Search,287,5,Yes,No
10666,Mobile,Returning,Other,Discovery,146,4,No,No
10667,Mobile,New,Germany,Search,433,4,No,No
10668,Desktop,Returning,Other,Direct,298,5,No,No
10669,Desktop,Returning,Germany,Direct,569,0,No,No
10670,Desktop,Returning,France,Search,558,5,No,No
10671,Desktop,Returning,United Kingdom,Direct,520,5,No,No
10672,Desktop,Returning,Other,Discovery,117,5,No,No
10673,Desktop,Returning,Germany,Discovery,138,0,No,No
10674,Mobile,Returning,France,Search,1,3,No,No
10675,Desktop,Returning,Netherlands,Search,98,1,No,No
10676,Mobile,Returning,Other,Discovery,359,6,No,No
10677,Mobile,New,Other,Search,277,0,No,No
10678,Mobile,New,United Kingdom,Search,6,8,No,No
10679,Mobile,Returning,Germany,Discovery,9,1,No,No
10680,Desktop,Returning,United Kingdom,Direct,340,1,No,No
10681,Mobile,Returning,Other,Discovery,51,0,No,No
10682,Desktop,Returning,United Kingdom,Direct,241,1,No,No
10683,Mobile,Returning,United Kingdom,Discovery,182,0,No,No
10684,Desktop,Returning,United Kingdom,Discovery,212,9,No,No
10685,Desktop,Returning,Germany,Direct,434,0,No,No
10686,Mobile,New,Other,Search,324,1,No,No
10687,Desktop,Returning,Netherlands,Discovery,146,1,No,No
10688,Mobile,Returning,Other,Direct,144,3,No,No
10689,Desktop,New,United Kingdom,Search,5,2,No,No
10690,Mobile,New,Germany,Direct,578,1,No,No
10691,Desktop,Returning,Other,Direct,408,0,No,No
10692,Mobile,Returning,United Kingdom,Discovery,308,6,No,No
10693,Mobile,Returning,Netherlands,Direct,7,5,No,No
10694,Mobile,Returning,Other,Direct,66,2,No,No
10695,Desktop,Returning,Netherlands,Search,374,7,No,No
10696,Desktop,Returning,Germany,Direct,51,5,No,No
10697,Desktop,Returning,Germany,Direct,14,9,No,No
10698,Mobile,Returning,Other,Search,187,0,No,No
10699,Mobile,Returning,United Kingdom,Discovery,74,1,No,No
10700,Desktop,Returning,Other,Direct,301,7,No,No
10701,Desktop,Returning,Germany,Discovery,3,0,No,No
10702,Desktop,Returning,United Kingdom,Search,467,2,Yes,Yes
10703,Desktop,Returning,Other,Search,63,2,Yes,No
10704,Desktop,Returning,France,Discovery,101,1,No,No
10705,Desktop,New,France,Search,65,0,No,No
10706,Desktop,Returning,Other,Search,76,2,No,No
10707,Mobile,Returning,France,Search,398,1,No,No
10708,Desktop,Returning,Netherlands,Direct,56,0,No,No
10709,Mobile,Returning,Netherlands,Discovery,53,2,No,No
10710,Desktop,Returning,United Kingdom,Search,210,2,No,No
10711,Desktop,Returning,Other,Direct,516,2,No,No
10712,Desktop,Returning,Netherlands,Discovery,404,5,Yes,No
10713,Desktop,Returning,United Kingdom,Direct,369,1,No,No
10714,Desktop,Returning,United Kingdom,Search,117,6,No,No
10715,Desktop,Returning,United Kingdom,Direct,107,1,No,No
10716,Mobile,Returning,Other,Direct,233,4,No,No
10717,Desktop,Returning,United Kingdom,Discovery,550,2,Yes,Yes
10718,Desktop,Returning,United Kingdom,Search,46,6,No,No
10719,Desktop,Returning,France,Direct,117,0,No,No
10720,Desktop,Returning,Germany,Direct,158,1,No,No
10721,Desktop,Returning,United Kingdom,Discovery,134,0,Yes,Yes
10722,Desktop,Returning,Germany,Discovery,101,6,No,No
10723,Desktop,Returning,Other,Direct,422,0,No,No
10724,Desktop,Returning,United Kingdom,Search,136,0,No,No
10725,Mobile,Returning,Other,Discovery,19,0,No,No
10726,Desktop,New,Germany,Search,44,3,No,No
10727,Desktop,Returning,United Kingdom,Direct,482,0,Yes,Yes
10728,Desktop,Returning,Germany,Direct,38,3,No,No
10729,Mobile,Returning,Other,Search,249,1,No,No
10730,Mobile,Returning,Netherlands,Search,144,4,No,No
10731,Mobile,Returning,Other,Direct,29,0,No,No
10732,Desktop,Returning,United Kingdom,Search,239,0,Yes,Yes
10733,Desktop,Returning,United Kingdom,Direct,34,1,No,No
10734,Mobile,Returning,France,Direct,10,5,No,No
10735,Mobile,Returning,Other,Search,464,2,No,No
10736,Mobile,Returning,France,Search,49,3,No,No
10737,Desktop,New,United Kingdom,Direct,12,0,No,No
10738,Desktop,Returning,France,Discovery,64,5,No,No
10739,Desktop,New,Germany,Search,228,0,No,No
10740,Desktop,Returning,Netherlands,Search,329,2,Yes,No
10741,Desktop,Returning,Germany,Search,253,4,No,No
10742,Mobile,Returning,Other,Direct,54,0,No,No
10743,Desktop,Returning,Other,Discovery,56,4,No,No
10744,Desktop,Returning,Netherlands,Direct,332,1,No,No
10745,Desktop,Returning,Germany,Direct,252,0,No,No
10746,Mobile,Returning,Other,Search,66,6,No,No
10747,Desktop,Returning,Germany,Discovery,213,0,No,No
10748,Mobile,Returning,Other,Search,422,7,No,No
10749,Desktop,New,Other,Search,136,1,No,No
10750,Desktop,Returning,France,Direct,40,0,No,No
10751,Desktop,Returning,France,Direct,55,3,No,No
10752,Mobile,Returning,Germany,Discovery,102,0,No,No
10753,Mobile,Returning,France,Discovery,110,1,No,No
10754,Desktop,Returning,Other,Search,501,2,Yes,Yes
10755,Mobile,Returning,Netherlands,Search,50,1,No,No
10756,Desktop,New,United Kingdom,Search,67,1,No,No
10757,Desktop,Returning,France,Search,5,1,Yes,Yes
10758,Desktop,New,Germany,Direct,17,1,No,No
10759,Desktop,New,Other,Discovery,17,1,No,No
10760,Mobile,Returning,Other,Discovery,418,1,No,No
10761,Mobile,Returning,Other,Discovery,426,5,No,No
10762,Mobile,Returning,France,Search,56,1,No,No
10763,Desktop,Returning,Netherlands,Discovery,44,1,No,No
10764,Desktop,Returning,Other,Direct,148,7,No,No
10765,Desktop,New,Other,Discovery,168,0,No,No
10766,Mobile,Returning,France,Discovery,86,3,No,No
10767,Desktop,Returning,Germany,Search,18,3,No,No
10768,Mobile,New,Germany,Discovery,357,1,No,No
10769,Desktop,Returning,Other,Discovery,177,2,No,No
10770,Desktop,Returning,Netherlands,Search,131,1,No,No
10771,Desktop,Returning,United Kingdom,Search,344,1,No,No
10772,Desktop,Returning,France,Search,340,7,Yes,No
10773,Mobile,New,Other,Direct,198,4,No,No
10774,Desktop,Returning,France,Direct,58,0,No,No
10775,Desktop,Returning,Other,Discovery,9,1,No,No
10776,Desktop,Returning,Other,Discovery,164,5,No,No
10777,Mobile,Returning,France,Direct,67,3,No,No
10778,Mobile,Returning,Germany,Search,2,0,No,No
10779,Desktop,Returning,France,Direct,379,1,No,No
10780,Desktop,Returning,United Kingdom,Direct,436,4,No,No
10781,Desktop,Returning,France,Direct,3,5,No,No
10782,Desktop,Returning,Other,Discovery,27,0,No,No
10783,Mobile,Returning,Netherlands,Discovery,56,3,No,No
10784,Desktop,New,Other,Discovery,79,4,No,No
10785,Desktop,Returning,United Kingdom,Search,173,3,Yes,No
10786,Desktop,Returning,Other,Direct,145,6,No,No
10787,Mobile,Returning,Germany,Discovery,4,2,No,No
10788,Desktop,Returning,Netherlands,Direct,34,2,No,No
10789,Desktop,Returning,Other,Search,181,2,No,No
10790,Desktop,Returning,Other,Discovery,191,0,No,No
10791,Desktop,Returning,Other,Direct,158,2,No,No
10792,Desktop,Returning,United Kingdom,Discovery,536,3,No,No
10793,Desktop,Returning,Other,Direct,81,5,No,No
10794,Mobile,New,Germany,Direct,403,6,No,No
10795,Desktop,Returning,United Kingdom,Search,319,6,Yes,No
10796,Desktop,Returning,France,Discovery,116,2,No,No
10797,Desktop,Returning,France,Direct,123,0,No,No
10798,Desktop,Returning,United Kingdom,Discovery,12,1,No,No
10799,Desktop,Returning,Netherlands,Search,253,0,No,No
10800,Desktop,New,United Kingdom,Search,2,1,No,No
10801,Desktop,Returning,France,Search,281,2,No,No
10802,Desktop,Returning,Other,Search,50,0,Yes,Yes
10803,Desktop,Returning,United Kingdom,Direct,49,1,No,No
10804,Desktop,Returning,Netherlands,Direct,33,0,No,No
10805,Mobile,New,United Kingdom,Search,144,2,No,No
10806,Mobile,Returning,France,Direct,235,2,No,No
10807,Desktop,Returning,Netherlands,Direct,350,1,No,No
10808,Desktop,Returning,Germany,Discovery,178,1,No,No
10809,Desktop,Returning,Germany,Discovery,93,3,No,No
10810,Desktop,Returning,United Kingdom,Direct,69,6,No,No
10811,Desktop,Returning,France,Direct,8,2,No,No
10812,Mobile,Returning,Netherlands,Discovery,81,6,No,No
10813,Mobile,New,Other,Discovery,121,5,No,No
10814,Desktop,New,United Kingdom,Direct,135,5,No,No
10815,Desktop,Returning,France,Discovery,6,1,Yes,No
10816,Desktop,Returning,France,Discovery,4,0,Yes,No
10817,Mobile,Returning,Other,Search,85,10,No,No
10818,Mobile,Returning,Other,Direct,407,9,No,No
10819,Desktop,New,Netherlands,Search,317,4,No,No
10820,Desktop,Returning,France,Discovery,6,2,No,No
10821,Desktop,Returning,Other,Discovery,5,0,No,No
10822,Desktop,New,Germany,Discovery,32,0,No,No
10823,Desktop,Returning,United Kingdom,Direct,502,0,Yes,No
10824,Desktop,Returning,Netherlands,Discovery,698,3,No,No
10825,Desktop,New,Netherlands,Search,6,4,No,No
10826,Desktop,New,Germany,Discovery,11,3,No,No
10827,Desktop,New,Other,Direct,63,8,No,No
10828,Mobile,Returning,France,Discovery,199,7,No,No
10829,Desktop,Returning,United Kingdom,Discovery,69,7,No,No
10830,Desktop,Returning,Netherlands,Discovery,64,0,Yes,No
10831,Desktop,Returning,Other,Direct,20,3,No,No
10832,Mobile,Returning,Other,Direct,82,0,No,No
10833,Desktop,Returning,United Kingdom,Discovery,7,3,No,No
10834,Desktop,New,France,Discovery,177,3,No,No
10835,Desktop,Returning,Other,Search,103,6,No,No
10836,Desktop,Returning,United Kingdom,Search,152,0,No,No
10837,Mobile,Returning,Netherlands,Search,40,3,No,No
10838,Desktop,Returning,Netherlands,Discovery,8,6,Yes,No
10839,Desktop,New,Netherlands,Search,10,8,No,No
10840,Desktop,Returning,United Kingdom,Discovery,146,4,No,No
10841,Desktop,Returning,United Kingdom,Discovery,32,4,Yes,No
10842,Desktop,Returning,Netherlands,Search,118,1,No,No
10843,Mobile,New,Other,Direct,82,4,No,No
10844,Desktop,Returning,Other,Search,234,1,Yes,No
10845,Mobile,New,Other,Discovery,272,0,No,No
10846,Mobile,New,Other,Search,58,2,No,No
10847,Mobile,Returning,Netherlands,Search,175,0,No,No
10848,Mobile,Returning,Netherlands,Discovery,116,3,No,No
10849,Desktop,Returning,France,Search,4,3,No,No
10850,Desktop,Returning,United Kingdom,Search,115,3,No,No
10851,Desktop,Returning,France,Search,14,2,Yes,No
10852,Desktop,Returning,Netherlands,Search,374,5,No,No
10853,Desktop,Returning,Germany,Discovery,196,2,No,No
10854,Mobile,Returning,United Kingdom,Direct,25,0,No,No
10855,Desktop,Returning,France,Discovery,34,7,No,No
10856,Mobile,Returning,Germany,Direct,98,0,No,No
10857,Desktop,New,United Kingdom,Search,96,0,No,No
10858,Desktop,Returning,Netherlands,Direct,368,0,No,No
10859,Desktop,Returning,Germany,Discovery,53,2,No,No
10860,Desktop,Returning,France,Discovery,340,0,No,No
10861,Desktop,New,Germany,Discovery,25,3,No,No
10862,Mobile,New,Germany,Discovery,95,0,No,No
10863,Desktop,Returning,Other,Search,187,1,No,No
10864,Desktop,Returning,Germany,Discovery,168,6,No,No
10865,Desktop,Returning,Other,Discovery,163,2,No,No
10866,Mobile,New,Netherlands,Search,239,5,No,No
10867,Mobile,Returning,Germany,Discovery,423,0,No,No
10868,Desktop,Returning,Netherlands,Discovery,139,2,Yes,No
10869,Desktop,Returning,United Kingdom,Discovery,472,0,Yes,No
10870,Desktop,Returning,France,Discovery,40,0,No,No
10871,Desktop,Returning,Netherlands,Discovery,59,4,No,No
10872,Desktop,Returning,Other,Direct,11,3,No,No
10873,Desktop,Returning,Germany,Discovery,309,2,Yes,Yes
10874,Desktop,Returning,France,Discovery,70,6,Yes,No
10875,Desktop,Returning,Germany,Discovery,245,5,No,No
10876,Desktop,Returning,United Kingdom,Search,271,2,No,No
10877,Desktop,Returning,Netherlands,Search,14,2,No,No
10878,Desktop,Returning,Netherlands,Direct,406,0,No,No
10879,Desktop,Returning,France,Direct,138,6,No,No
10880,Mobile,Returning,United Kingdom,Discovery,532,9,No,No
10881,Desktop,Returning,United Kingdom,Discovery,13,3,No,No
10882,Desktop,Returning,Other,Search,208,1,No,No
10883,Desktop,Returning,United Kingdom,Search,78,0,No,No
10884,Mobile,Returning,Germany,Search,377,0,No,No
10885,Desktop,Returning,Netherlands,Search,80,0,Yes,Yes
10886,Desktop,Returning,United Kingdom,Discovery,243,0,Yes,No
10887,Desktop,New,United Kingdom,Direct,61,2,No,No
10888,Desktop,Returning,United Kingdom,Discovery,54,1,No,No
10889,Desktop,Returning,United Kingdom,Discovery,25,7,No,No
10890,Mobile,Returning,Germany,Discovery,217,0,No,No
10891,Desktop,Returning,United Kingdom,Search,436,5,No,No
10892,Desktop,Returning,Netherlands,Discovery,98,0,No,No
10893,Desktop,New,Netherlands,Discovery,646,8,No,No
10894,Desktop,Returning,Netherlands,Discovery,267,5,Yes,No
10895,Desktop,Returning,Germany,Search,269,0,No,No
10896,Desktop,Returning,France,Search,361,6,No,No
10897,Desktop,New,Other,Search,115,0,No,No
10898,Mobile,Returning,Germany,Discovery,238,7,No,No
10899,Desktop,Returning,Netherlands,Search,358,1,No,No
10900,Desktop,Returning,Netherlands,Discovery,331,0,No,No
10901,Desktop,New,United Kingdom,Search,6,6,No,No
10902,Mobile,Returning,United Kingdom,Direct,69,0,No,No
10903,Desktop,Returning,France,Direct,19,3,No,No
10904,Mobile,Returning,Netherlands,Discovery,481,1,No,No
10905,Mobile,Returning,Germany,Direct,64,5,No,No
10906,Desktop,Returning,Netherlands,Direct,115,0,No,No
10907,Desktop,Returning,France,Search,302,1,No,No
10908,Desktop,Returning,Germany,Direct,38,0,No,No
10909,Desktop,Returning,Netherlands,Search,483,1,Yes,Yes
10910,Mobile,Returning,United Kingdom,Search,387,0,No,No
10911,Mobile,Returning,United Kingdom,Search,239,2,No,No
10912,Desktop,New,Other,Direct,15,5,No,No
10913,Desktop,New,France,Discovery,54,3,No,No
10914,Desktop,Returning,Germany,Discovery,76,0,Yes,No
10915,Desktop,Returning,Netherlands,Search,234,3,No,No
10916,Desktop,New,Germany,Discovery,83,3,No,No
10917,Mobile,Returning,Other,Search,117,2,No,No
10918,Desktop,New,United Kingdom,Discovery,161,2,No,No
10919,Desktop,Returning,Netherlands,Direct,129,3,No,No
10920,Desktop,Returning,Netherlands,Direct,10,2,No,No
10921,Desktop,Returning,Other,Discovery,169,3,No,No
10922,Desktop,Returning,Germany,Discovery,55,2,No,No
10923,Mobile,New,Germany,Direct,74,6,No,No
10924,Mobile,Returning,Other,Search,9,4,No,No
10925,Desktop,Returning,France,Search,92,8,No,No
10926,Desktop,Returning,France,Direct,146,1,No,No
10927,Desktop,Returning,France,Discovery,50,2,Yes,No
10928,Mobile,Returning,Netherlands,Discovery,455,0,No,No
10929,Mobile,Returning,Germany,Search,334,0,No,No
10930,Desktop,Returning,Netherlands,Discovery,74,3,Yes,No
10931,Mobile,Returning,Germany,Direct,21,0,No,No
10932,Desktop,Returning,Germany,Direct,341,1,No,No
10933,Mobile,Returning,Germany,Direct,208,6,No,No
10934,Desktop,Returning,Other,Discovery,204,5,No,No
10935,Desktop,Returning,France,Search,125,1,Yes,Yes
10936,Mobile,Returning,United Kingdom,Discovery,352,7,No,No
10937,Desktop,Returning,Other,Direct,55,0,No,No
10938,Desktop,Returning,Other,Discovery,69,2,Yes,Yes
10939,Desktop,Returning,Germany,Direct,60,6,No,No
10940,Desktop,Returning,United Kingdom,Discovery,167,1,No,No
10941,Desktop,Returning,United Kingdom,Direct,30,0,Yes,No
10942,Mobile,Returning,Netherlands,Discovery,67,0,No,No
10943,Mobile,Returning,Germany,Direct,315,3,No,No
10944,Desktop,Returning,Germany,Discovery,65,7,Yes,No
10945,Mobile,Returning,Other,Search,345,1,No,No
10946,Mobile,Returning,Netherlands,Search,26,1,No,No
10947,Mobile,Returning,Other,Discovery,7,0,No,No
10948,Mobile,Returning,Other,Discovery,60,0,No,No
10949,Desktop,New,France,Direct,66,4,No,No
10950,Desktop,New,United Kingdom,Direct,300,4,No,No
10951,Desktop,Returning,Netherlands,Search,79,4,No,No
10952,Mobile,Returning,Germany,Search,126,0,No,No
10953,Mobile,Returning,Netherlands,Search,358,1,No,No
10954,Desktop,Returning,United Kingdom,Direct,238,1,No,No
10955,Mobile,Returning,France,Direct,128,2,No,No
10956,Desktop,Returning,Other,Discovery,293,7,No,No
10957,Desktop,New,France,Direct,49,4,No,No
10958,Desktop,Returning,Other,Discovery,53,2,No,No
10959,Desktop,Returning,United Kingdom,Search,453,0,No,No
10960,Desktop,Returning,Netherlands,Search,51,0,No,No
10961,Desktop,Returning,United Kingdom,Direct,27,1,Yes,No
10962,Desktop,Returning,United Kingdom,Direct,161,0,No,No
10963,Desktop,Returning,United Kingdom,Search,65,2,No,No
10964,Desktop,Returning,United Kingdom,Direct,265,7,Yes,Yes
10965,Desktop,Returning,France,Direct,147,0,No,No
10966,Mobile,Returning,United Kingdom,Direct,196,0,No,No
10967,Mobile,Returning,United Kingdom,Search,229,0,No,No
10968,Desktop,New,France,Direct,356,0,No,No
10969,Desktop,Returning,France,Search,29,2,Yes,No
10970,Desktop,Returning,Germany,Search,25,2,No,No
10971,Desktop,Returning,Germany,Discovery,229,3,Yes,Yes
10972,Desktop,New,Germany,Direct,62,2,No,No
10973,Desktop,New,Other,Search,35,8,No,No
10974,Desktop,Returning,Netherlands,Direct,312,3,No,No
10975,Mobile,Returning,Other,Discovery,405,0,No,No
10976,Desktop,New,Netherlands,Direct,9,0,No,No
10977,Desktop,Returning,United Kingdom,Discovery,13,6,No,No
10978,Desktop,Returning,Netherlands,Discovery,148,4,Yes,Yes
